78,76
32,82
26,98
103,41
20,34
10,81
95,35
97,91
95,26
91,41
103,20
88,36
54,107
32,61
26,13
60,53
88,56
15,24
48,74
34,46
73,15
77,50
78,69
44,30
12,109
89,43
20,73
70,67
98,105
38,28
75,52
24,17
83,67
102,48
30,82
52,31
102,54
78,97
52,48
67,95
73,11
58,27
34,26
42,24
96,57
36,52
46,15
81,31
101,70
76,21
76,106
10,39
66,68
51,75
105,82
25,59
48,52
65,73
103,106
93,66
34,88
62,82
55,10
94,97
83,57
106,91
81,55
28,77
11,28
71,75
85,77
29,24
41,86
13,103
59,17
37,104
87,19
97,98
53,38
93,65
83,63
102,58
86,43
87,102
33,98
72,84
45,27
90,66
68,47
50,79
106,100
47,75
29,11
14,71
68,40
33,83
45,15
102,32
85,80
47,108
108,21
79,71
55,62
69,69
38,40
39,16
97,24
68,92
26,36
38,84
39,26
44,103
75,99
49,39
35,68
91,97
10,52
80,95
30,86
29,76
52,54
42,37
10,27
95,30
57,19
15,58
52,72
78,92
87,86
105,66
23,39
44,80
59,52
15,54
54,82
71,49
16,72
42,94
93,16
103,58
13,28
92,25
62,42
55,47
84,97
18,54
90,73
63,23
19,72
88,68
21,51
86,84
58,75
51,89
40,93
109,80
92,57
63,104
56,29
27,26
106,78
80,67
74,26
69,53
19,29
85,30
37,45
47,72
52,18
77,96
100,75
16,100
97,47
71,43
20,68
76,99
55,71
71,52
80,28
19,41
16,108
80,21
18,89
52,57
19,101
61,48
62,40
36,40
71,90
79,36
65,35
43,60
62,95
84,76
83,104
101,33
108,45
90,102
105,105
91,18
105,24
33,28
17,38
47,25
45,40
90,100
59,93
86,90
74,30
69,33
14,86
83,25
109,37
49,26
60,43
45,76
108,71
41,50
12,24
53,33
57,69
41,53
23,11
84,24
69,109
38,85
46,68
13,28
51,18
29,89
98,30
75,11
105,24
101,97
62,45
88,59
87,45
85,55
55,40
11,108
63,34
66,60
15,70
40,50
67,22
109,104
105,73
44,37
103,39
57,109
19,96
72,34
30,88
108,11
92,68
83,21
16,30
36,74
74,24
106,45
93,60
40,49
46,94
63,23
10,58
61,25
92,11
98,76
72,42
40,37
72,39
68,109
49,98
97,85
47,80
72,89
43,22
26,69
66,32
97,45
34,94
10,43
16,67
38,15
41,69
11,41
94,79
83,64
102,40
10,58
107,88
85,39
95,82
92,79
95,39
19,49
54,104
12,87
38,34
102,92
69,91
53,87
78,41
104,74
49,71
77,35
32,49
48,55
18,81
57,44
84,69
29,11
60,72
97,100
76,105
35,77
47,28
99,25
44,108
70,64
87,28
39,33
72,94
27,14
65,67
78,66
87,68
17,109
72,51
37,16
53,14
107,54
45,10
98,13
60,32
20,20
21,103
66,65
39,105
49,76
54,92
44,19
36,79
100,88
20,99
63,103
81,63
20,83
30,95
98,72
105,24
64,42
56,68
55,93
11,61
80,76
12,71
72,71
79,98
27,76
20,19
102,71
79,27
48,67
92,93
45,53
17,87
80,40
38,11
72,78
33,16
86,69
28,97
100,20
101,59
13,41
78,31
62,96
31,102
73,38
29,98
11,28
26,36
68,35
101,42
43,78
36,58
53,13
42,43
52,91
36,38
76,43
90,13
84,96
34,93
19,45
47,44
58,45
14,68
52,101
38,75
29,69
25,44
15,29
87,58
64,97
60,92
11,101
32,78
47,23
61,81
10,17
32,108
40,101
10,18
109,83
101,60
62,71
19,17
27,55
107,65
18,86
39,31
94,65
42,67
23,46
30,39
49,67
75,21
46,27
13,23
29,79
59,90
106,109
39,50
91,24
60,101
25,106
73,33
87,10
23,85
69,53
105,72
62,71
20,105
105,107
81,10
52,93
45,48
37,58
35,95
36,102
85,108
96,38
23,53
103,51
43,45
13,38
64,86
84,96
37,44
98,43
54,93
53,59
59,42
71,34
105,38
85,38
59,77
77,107
86,34
57,77
12,63
73,45
106,23
38,69
74,51
31,101
106,102
57,102
64,46
88,91
92,79
55,14
69,85
89,97
19,87
20,13
97,31
41,100
29,17
63,46
13,11
70,64
17,94
41,66
29,84
52,49
55,75
95,43
17,68
86,31
43,51
59,96
40,27
13,85
70,66
82,56
93,52
88,90
18,100
107,85
53,33
77,44
44,80
68,31
45,108
92,70
41,41
12,71
61,83
34,100
90,66
105,72
12,106
66,13
97,14
34,26
71,10
88,20
83,25
61,69
68,92
49,72
84,21
24,61
49,27
38,44
76,16
105,96
37,15
42,48
24,65
44,40
84,75
108,41
63,101
97,46
31,74
41,108
27,43
98,100
91,14
73,79
86,99
60,65
14,101
93,78
93,23
55,13
57,18
98,18
22,93
108,57
39,102
22,12
84,107
79,104
26,51
66,19
101,74
64,94
25,53
36,71
18,28
62,18
29,38
60,18
54,90
87,108
15,26
50,93
86,58
90,17
32,98
62,51
67,45
21,93
63,14
102,79
66,47
48,20
49,14
93,56
57,71
59,45
74,67
14,85
33,81
17,77
73,29
49,29
76,21
60,93
26,77
64,50
97,18
52,78
87,40
53,81
75,43
70,71
48,26
87,109
41,46
69,92
106,35
16,47
107,28
53,38
64,109
40,89
16,19
57,65
25,45
108,103
37,45
12,39
69,88
91,59
44,61
62,90
17,81
54,72
12,15
80,68
96,25
27,75
13,90
64,39
78,31
93,106
47,75
65,70
32,86
88,29
47,103
103,12
57,60
81,44
75,95
63,20
74,49
16,21
27,46
36,88
33,61
91,22
77,66
52,52
26,93
49,35
36,60
30,102
31,24
28,62
18,29
74,93
78,83
41,108
69,54
52,96
60,109
106,96
22,91
45,101
17,39
28,92
55,37
93,23
28,23
99,13
28,83
80,13
96,107
54,103
34,54
92,82
50,63
85,37
64,44
90,50
89,37
54,88
11,92
47,50
99,27
89,55
64,49
78,86
39,102
109,25
47,51
76,73
56,55
52,102
62,66
69,94
43,58
33,101
38,101
11,14
69,13
14,17
75,47
27,10
94,108
108,71
44,75
12,47
70,91
41,66
50,55
98,43
67,104
21,15
26,87
58,47
101,105
65,44
47,69
108,19
37,51
17,64
67,107
59,78
55,96
40,57
70,55
74,23
25,80
59,80
35,21
94,17
59,71
80,49
19,78
109,11
93,32
38,108
48,44
85,69
54,53
69,39
56,11
87,56
41,51
28,76
19,37
93,26
67,109
14,106
37,20
68,87
96,39
74,47
26,75
85,91
104,99
35,92
61,64
71,58
94,34
18,78
59,42
101,65
48,22
50,48
40,89
42,44
94,92
52,27
47,49
39,75
75,47
82,30
11,11
74,13
48,65
22,13
12,100
37,63
47,18
109,14
34,47
60,25
67,101
107,79
21,54
21,54
105,52
12,22
70,81
63,47
58,47
109,84
76,38
41,104
65,99
89,38
50,34
51,38
96,66
72,19
13,105
101,104
54,77
18,69
97,24
102,76
65,71
66,96
47,86
58,38
69,13
23,32
74,92
14,80
11,83
35,14
18,53
43,63
56,15
40,109
30,81
16,50
106,22
83,88
78,64
101,20
17,44
60,10
91,79
39,71
73,47
68,23
99,98
68,21
38,13
50,41
55,59
17,98
106,82
35,62
19,36
12,56
92,24
106,83
103,42
81,87
85,79
45,92
23,103
61,18
64,72
59,74
23,69
74,68
36,71
14,18
53,87
62,46
45,21
41,84
102,94
27,105
41,73
65,86
23,35
84,12
31,27
108,57
86,47
42,32
60,47
57,41
38,72
43,108
27,108
56,11
72,86
26,79
54,63
43,60
14,98
54,11
96,11
96,36
88,14
70,108
89,18
34,64
47,96
77,78
39,67
69,24
88,83
50,55
11,38
12,32
14,92
28,71
103,55
54,36
86,17
29,22
48,58
31,63
61,71
42,68
96,74
30,57
39,39
32,23
71,51
34,60
12,47
104,107
100,72
71,101
51,51
102,32
47,56
86,40
61,96
103,49
106,54
46,49
71,81
42,73
33,41
74,45
92,79
20,10
63,34
72,98
10,50
26,54
81,108
19,92
63,101
71,84
57,95
63,67
11,64
45,29
40,107
78,19
86,67
50,77
46,85
87,37
34,14
49,66
37,101
77,73
71,59
20,41
80,99
97,107
26,62
109,108
99,53
68,12
82,17
77,24
67,52
55,87
24,43
60,52
55,107
40,20
97,82
68,90
97,47
49,97
79,53
61,94
86,88
48,90
56,46
94,30
33,63
15,29
13,42
26,46
49,55
61,28
31,99
21,26
