576,767
498,767
576,717
498,717
582,785
492,785
582,699
492,699
541,766
533,766
541,718
533,718
540,760
534,760
540,724
534,724
548,754
526,754
548,730
526,730
585,722
489,722
585,762
489,762
554,792
520,792
554,692
520,692
566,748
508,748
566,736
508,736
559,777
515,777
559,707
515,707
594,767
480,767
594,717
480,717
540,770
534,770
540,714
534,714
595,718
479,718
595,766
479,766
576,755
498,755
576,729
498,729
562,777
512,777
562,707
512,707
563,755
511,755
563,729
511,729
559,784
515,784
559,700
515,700
545,746
529,746
545,738
529,738
552,782
522,782
552,702
522,702
538,782
536,782
538,702
536,702
542,764
532,764
542,720
532,720
593,753
481,753
593,731
481,731
580,749
494,749
580,735
494,735
581,788
493,788
581,696
493,696
569,737
505,737
569,747
505,747
541,754
533,754
541,730
533,730
590,760
484,760
590,724
484,724
578,748
496,748
578,736
496,736
579,787
495,787
579,697
495,697
568,742
506,742
568,742
506,742
563,770
511,770
563,714
511,714
550,760
524,760
550,724
524,724
555,773
519,773
555,711
519,711
566,770
508,770
566,714
508,714
592,753
482,753
592,731
482,731
597,758
477,758
597,726
477,726
587,720
487,720
587,764
487,764
556,788
518,788
556,696
518,696
548,757
526,757
548,727
526,727
593,755
481,755
593,729
481,729
545,766
529,766
545,718
529,718
113,437
47,437
113,445
47,445
83,460
77,460
83,422
77,422
104,476
56,476
104,406
56,406
90,448
70,448
90,434
70,434
86,443
74,443
86,439
74,439
113,462
47,462
113,420
47,420
89,495
71,495
89,387
71,387
91,485
69,485
91,397
69,397
92,487
68,487
92,395
68,395
89,494
71,494
89,388
71,388
133,455
27,455
133,427
27,427
126,419
34,419
126,463
34,463
102,465
58,465
102,417
58,417
130,454
30,454
130,428
30,428
91,453
69,453
91,429
69,429
123,453
37,453
123,429
37,429
122,454
38,454
122,428
38,428
117,449
43,449
117,433
43,433
101,447
59,447
101,435
59,435
102,488
58,488
102,394
58,394
121,464
39,464
121,418
39,418
116,481
44,481
116,401
44,401
118,437
42,437
118,445
42,445
80,456
80,456
80,426
80,426
117,476
43,476
117,406
43,406
130,438
30,438
130,444
30,444
130,441
30,441
130,441
30,441
97,460
63,460
97,422
63,422
81,490
79,490
81,392
79,392
93,442
67,442
93,440
67,440
99,492
61,492
99,390
61,390
115,463
45,463
115,419
45,419
89,484
71,484
89,398
71,398
116,441
44,441
116,441
44,441
98,459
62,459
98,423
62,423
122,454
38,454
122,428
38,428
120,473
40,473
120,409
40,409
94,455
66,455
94,427
66,427
99,447
61,447
99,435
61,435
94,462
66,462
94,420
66,420
485,185
471,185
485,167
471,167
496,204
460,204
496,148
460,148
498,226
458,226
498,126
458,126
482,201
474,201
482,151
474,151
495,199
461,199
495,153
461,153
504,186
452,186
504,166
452,166
522,181
434,181
522,171
434,171
495,182
461,182
495,170
461,170
507,218
449,218
507,134
449,134
492,210
464,210
492,142
464,142
482,216
474,216
482,136
474,136
507,183
449,183
507,169
449,169
526,201
430,201
526,151
430,151
512,209
444,209
512,143
444,143
489,185
467,185
489,167
467,167
516,193
440,193
516,159
440,159
488,204
468,204
488,148
468,148
509,195
447,195
509,157
447,157
528,166
428,166
528,186
428,186
495,194
461,194
495,158
461,158
493,231
463,231
493,121
463,121
506,178
450,178
506,174
450,174
494,211
462,211
494,141
462,141
508,219
448,219
508,133
448,133
481,177
475,177
481,175
475,175
523,189
433,189
523,163
433,163
491,188
465,188
491,164
465,164
502,182
454,182
502,170
454,170
497,198
459,198
497,154
459,154
517,209
439,209
517,143
439,143
507,179
449,179
507,173
449,173
499,203
457,203
499,149
457,149
531,146
425,146
531,206
425,206
510,212
446,212
510,140
446,140
481,190
475,190
481,162
475,162
478,190
478,190
478,162
478,162
528,173
428,173
528,179
428,179
486,233
470,233
486,119
470,119
527,170
429,170
527,182
429,182
505,202
451,202
505,150
451,150
654,510
630,510
654,412
630,412
653,499
631,499
653,423
631,423
663,504
621,504
663,418
621,418
680,487
604,487
680,435
604,435
657,509
627,509
657,413
627,413
647,505
637,505
647,417
637,417
665,472
619,472
665,450
619,450
642,466
642,466
642,456
642,456
659,468
625,468
659,454
625,454
657,508
627,508
657,414
627,414
658,461
626,461
658,461
626,461
642,484
642,484
642,438
642,438
675,469
609,469
675,453
609,453
663,459
621,459
663,463
621,463
676,496
608,496
676,426
608,426
654,483
630,483
654,439
630,439
644,481
640,481
644,441
640,441
648,491
636,491
648,431
636,431
678,462
606,462
678,460
606,460
650,507
634,507
650,415
634,415
660,481
624,481
660,441
624,441
679,461
605,461
679,461
605,461
681,473
603,473
681,449
603,449
679,481
605,481
679,441
605,441
685,453
599,453
685,469
599,469
649,480
635,480
649,442
635,442
660,490
624,490
660,432
624,432
689,471
595,471
689,451
595,451
644,479
640,479
644,443
640,443
675,462
609,462
675,460
609,460
679,460
605,460
679,462
605,462
670,497
614,497
670,425
614,425
684,464
600,464
684,458
600,458
647,470
637,470
647,452
637,452
671,475
613,475
671,447
613,447
654,479
630,479
654,443
630,443
677,492
607,492
677,430
607,430
680,459
604,459
680,463
604,463
655,498
629,498
655,424
629,424
685,482
599,482
685,440
599,440
